Washington (PST) SNOTEL Site Marten Ridge - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Fri Jul 28 10:42:26 GMT-08:00 2023. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.,,,,,,,,,
,,,,,,,,,
Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) 
999,1/21/2019,,19.5,72.2,-1.6,2,-1.6,-0.1,55
999,1/22/2019,,19.4,72.2,-1.5,0.5,-2.8,-1.3,56
999,1/23/2019,,21.8,74.6,1.2,1.5,-1.6,0,69
999,1/24/2019,,22.3,74.8,1.3,4.1,1.1,2.2,68
999,1/25/2019,,22.4,74.9,0.8,3.7,0.5,1.5,68
999,1/26/2019,,22.5,74.9,0,1.8,-0.5,0.6,67
999,1/27/2019,,22.6,74.9,4.3,8.7,-0.6,3.5,67
999,1/28/2019,,22.8,74.9,2.6,9.7,2.2,4.8,66
999,1/29/2019,,22.8,74.9,3.3,8.9,1.3,4.1,66
999,1/30/2019,,23,74.9,4,9.1,2.2,4.5,66
999,1/31/2019,,23.1,74.9,7.2,8,3.7,5.8,65
999,2/1/2019,,23.3,74.9,1.9,8.9,1.9,6.9,64
999,2/2/2019,,25.1,77.7,2.3,3.4,1.1,1.8,67
999,2/3/2019,,24.4,77.8,0.2,2.9,0.1,1.5,65
999,2/4/2019,,24.5,77.8,-3.1,0.2,-4.5,-2.1,69
999,2/5/2019,,24.6,77.8,-7.3,-1.9,-8,-5.5,68
999,2/6/2019,,24.6,77.8,-8.9,-2.8,-10.7,-7.7,68
999,2/7/2019,,24.7,77.8,-6.5,-0.4,-9.9,-6.7,67
999,2/8/2019,,24.9,77.8,-5.1,0.2,-7.1,-4.2,67
999,2/9/2019,,25.3,78.2,-7.6,-3.5,-7.7,-5.8,68
999,2/10/2019,,25.4,78.3,-9.3,-1.8,-9.3,-6.3,69
999,2/11/2019,,26.2,79.1,-6.8,-3.7,-10.9,-7.5,78
999,2/12/2019,,27.1,80,-3.3,-1.9,-7.7,-5,84
999,2/13/2019,,28.2,81.1,-2.4,-0.2,-3.9,-2.1,86
999,2/14/2019,,28.5,81.4,-3.6,1.5,-4.2,-2.1,88
999,2/15/2019,,28.8,81.4,-0.5,2.6,-4.4,-0.7,88
999,2/16/2019,,29.2,81.8,-1.5,2.1,-1.6,0,88
999,2/17/2019,,29.2,81.8,-3,3,-3,-0.8,87
999,2/18/2019,,29.2,81.8,-3.9,2.6,-4.2,-2,87
999,2/19/2019,,29.3,81.9,-3.7,-1.3,-6,-3.8,86
999,2/20/2019,,30.1,82.7,-2.7,-1.2,-3.8,-2.7,94
999,2/21/2019,,30.1,82.7,-4,1.5,-4.4,-2.2,93
999,2/22/2019,,30.2,82.7,-3.3,2.9,-5.1,-2.6,92
999,2/23/2019,,31,83.5,-3.6,-1.5,-3.9,-3.1,98
999,2/24/2019,,31.1,83.6,-3.2,1.1,-3.7,-2.1,96
999,2/25/2019,,31.1,83.6,-5.2,2.2,-5.5,-2.7,95
999,2/26/2019,,31.1,83.6,-7.8,-0.2,-8.1,-5.1,95
999,2/27/2019,,31.1,83.6,-6.6,0.1,-8.9,-5.8,93
999,2/28/2019,,31.4,83.6,-3.7,2.7,-6.6,-1.6,92
999,3/1/2019,,31.4,83.6,-3.4,1.3,-5.1,-2.7,92
999,3/2/2019,,31.4,83.6,-2.1,4.5,-4.4,-1.3,90
999,3/3/2019,,31.5,83.6,-2.6,4.2,-2.6,-0.4,89
999,3/4/2019,,31.4,83.6,-5.7,1.4,-5.8,-2.6,88
999,3/5/2019,,31.4,83.6,-4,1.9,-7.6,-3.8,88
999,3/6/2019,,31.5,83.6,-1.1,2.2,-4.5,-1.3,87
999,3/7/2019,,32,84.1,-2.9,5.2,-2.9,0.1,90
999,3/8/2019,,32.2,84.1,-3.8,-0.2,-5,-3.1,93
999,3/9/2019,,32.5,84.4,-4.5,1.2,-4.5,-2.5,92
999,3/10/2019,,32.3,84.4,-2.7,3.9,-5.5,-2,93
999,3/11/2019,,32.2,84.4,-0.2,5.5,-3.7,0,91
999,3/12/2019,,33,85.1,-0.4,4.6,-1.2,0.8,98
999,3/13/2019,,33.3,85.5,-1.9,1,-1.9,-0.6,98
999,3/14/2019,,33.2,85.5,-1.1,4.1,-3.2,-0.6,98
999,3/15/2019,,33.1,85.5,1.5,6.3,-1.3,1.4,96
999,3/16/2019,,33.6,85.5,4.5,8.6,0.6,4.3,93
999,3/17/2019,,33.3,85.5,6,12.8,4.2,7.5,92
999,3/18/2019,,33.3,85.5,10,14.8,5.4,9.7,90
999,3/19/2019,,33.4,85.5,10,17.1,8.7,12,88
999,3/20/2019,,33.8,85.5,12.9,19.3,8.5,13.2,87
999,3/21/2019,,33.9,85.5,9.3,19.3,9.3,13.8,85
999,3/22/2019,,33.8,85.5,4.2,13.7,4.2,9.3,84
999,3/23/2019,,34,85.6,3.9,9.7,3.6,5.6,83
999,3/24/2019,,34.2,85.6,2.9,9.1,2.4,4.5,81
999,3/25/2019,,34.1,85.6,3.2,7,2.7,3.9,80
999,3/26/2019,,34.4,85.8,2.3,11.4,2.3,5.9,80
999,3/27/2019,,35.1,86.6,0.9,4.8,0.1,1.5,83
999,3/28/2019,,35.1,86.6,3.7,11.2,0.3,5.8,82
999,3/29/2019,,35,86.6,4.7,12.5,2.7,5.9,81
999,3/30/2019,,35,86.6,4.4,11.6,3.8,6.3,79
999,3/31/2019,,34.9,86.6,5.6,13.2,3.5,7.2,78
999,4/1/2019,,34.7,86.6,6.5,13.2,4.4,7.8,77
999,4/2/2019,,34.5,86.6,7.6,14.3,6.3,9.6,76
999,4/3/2019,,34.1,86.6,6.8,13.7,6.4,9.5,75
999,4/4/2019,,35.2,87.8,2.8,6.8,2.3,3.9,74
999,4/5/2019,,33.8,87.8,4.7,11.6,1.6,5.8,73
999,4/6/2019,,33.7,88.5,1.5,9.4,1.2,4.3,72
999,4/7/2019,,33.2,88.9,1.1,3.8,0.6,1.5,72
999,4/8/2019,,33.1,89.1,1.3,5.7,0.5,2.4,72
999,4/9/2019,,33.4,89.6,3.1,7.6,1.3,4.3,71
999,4/10/2019,,33.1,90.2,1.2,3.6,1.1,2.5,71
999,4/11/2019,,33.5,91,0.8,1.9,0.5,1.1,77
999,4/12/2019,,34,91.7,1.5,3,0.7,1.5,78
999,4/13/2019,,34.3,91.9,2.4,6.2,1.2,2.9,75
999,4/14/2019,,34.8,92.7,0.4,2.5,0.2,1.4,77
999,4/15/2019,,35.2,93.3,-0.8,1.6,-0.8,0.3,80
999,4/16/2019,,35.2,93.3,3.4,7.2,-1.8,2.2,80
999,4/17/2019,,35.4,93.6,3.4,7.4,0.5,3.7,78
999,4/18/2019,,35.4,93.9,5.1,8.2,2.4,4.8,75
999,4/19/2019,,35.8,95.7,7.7,7.8,4,6.2,73
999,4/20/2019,,33.8,96.6,2.8,7.9,2.8,6.1,71
999,4/21/2019,,32.7,96.6,4.3,12,1.9,5.8,71
999,4/22/2019,,31.8,96.6,4.8,11.4,3.4,6.1,69
999,4/23/2019,,31.8,97.4,4.9,5.3,3.4,4.4,69
999,4/24/2019,,30.8,97.4,2.4,8.3,2.4,5.2,67
999,4/25/2019,,30.3,97.4,3.8,9.5,1.8,4.3,66
999,4/26/2019,,29.9,97.4,4.7,13.3,2.2,7.7,65
999,4/27/2019,,29.6,97.4,1.4,9.4,1.4,5,64
999,4/28/2019,,29.8,97.6,-0.2,4,-0.8,0.5,64
999,4/29/2019,,29.7,97.6,3.3,9.8,-0.7,4.2,63
999,4/30/2019,,29.8,97.6,4.2,10.9,2.4,5.8,63
999,5/1/2019,,29.5,97.6,4.3,12.7,3.6,7.1,61
999,5/2/2019,,29,97.7,2.4,10.9,2.2,5.8,61
999,5/3/2019,,29.2,97.7,3,4.4,1.3,2.6,61
999,5/4/2019,,28.6,97.7,4.3,6.7,2.4,4.7,60
999,5/5/2019,,28.4,97.7,5.5,12.4,3.4,7.2,59
999,5/6/2019,,27.8,97.7,8,16.3,5,9.8,57
999,5/7/2019,,26.6,97.7,8.9,18.4,6.9,11.7,54
999,5/8/2019,,25.3,97.7,9.3,17.8,7.4,12.3,51
999,5/9/2019,,24.1,97.7,12.1,19.3,8.1,13.2,48
999,5/10/2019,,22.7,97.7,13,20.2,11.5,15.4,46
999,5/11/2019,,21,97.7,14.7,23.3,12.2,16.9,42
999,5/12/2019,,19.3,97.7,11.2,22.3,10.9,16.6,39
999,5/13/2019,,18.3,97.7,7.4,15.8,6.9,10.8,37
999,5/14/2019,,17.6,97.7,7.7,14.3,6.4,9.8,35
999,5/15/2019,,17.1,98.7,6,8.5,5.6,6.7,34
999,5/16/2019,,15.9,98.7,9.7,17.4,4.8,10.2,31
999,5/17/2019,,14.9,99,7.7,15.6,7.5,11.1,28
999,5/18/2019,,14,100.2,4.6,7.7,4.5,5.6,27
999,5/19/2019,,12.8,100.2,10,15.8,3.4,9.1,24
999,5/20/2019,,11.5,100.2,7.4,18.2,7.4,12.1,22
999,5/21/2019,,10.8,100.8,5,8.5,4.9,6.8,21
999,5/22/2019,,10.1,100.8,7.9,9.8,4.6,7.3,19
999,5/23/2019,,8.7,100.8,11,17.3,7.2,11.4,17
999,5/24/2019,,7,100.8,10.1,19.3,9.9,13.3,13
999,5/25/2019,,6,101.5,6.7,10.4,6.6,7.5,12
999,5/26/2019,,5.3,101.5,8,8.1,5.5,6.8,9
999,5/27/2019,,3.7,101.5,11.2,17.4,7.6,12.5,8
999,5/28/2019,,1.3,101.5,12.2,20.6,10.3,14.7,4
999,5/29/2019,,0.4,101.5,9.1,17,9.1,12.5,1
999,5/30/2019,,0.1,101.5,10.5,15.5,8.9,10.8,0
999,5/31/2019,,0,101.5,12.3,19.4,9.7,13.4,0
999,6/1/2019,,0,101.5,11.6,20.6,11.3,15.3,0
999,6/2/2019,,0,101.5,11.4,19.2,10.1,14.3,0
999,6/3/2019,,0,101.5,9.3,19.5,9,13.8,0
999,6/4/2019,,0,101.8,5.4,14,5.4,8.7,0
999,6/5/2019,,0,101.8,9.3,15.8,4.6,10,0
999,6/6/2019,,0,102.3,5,14.6,5,9.1,0
999,6/7/2019,,0,102.6,3.4,9.6,2.4,5.1,0
999,6/8/2019,,0,103.2,4.5,7,2,4.2,0
999,6/9/2019,,0,103.2,6,8.5,4.5,6.2,0
999,6/10/2019,,0,103.2,9,16,5.2,10.2,0
999,6/11/2019,,0,103.2,11.7,17.7,8.2,12.4,0
999,6/12/2019,,0,103.2,18.5,25.5,10.3,18.5,0
999,6/13/2019,,0,103.2,17.8,26.8,17.7,21.3,0
999,6/14/2019,,0,103.2,8.7,22.3,8.5,15.9,0
999,6/15/2019,,0,103.2,9.6,15.7,6.3,10.5,0
999,6/16/2019,,0,103.2,10.7,17.6,8.8,12.4,0
999,6/17/2019,,0,103.2,10.5,19.2,10.2,14,0
999,6/18/2019,,0,103.2,10.7,19.2,9.5,13.4,0
999,6/19/2019,,0,103.2,6.2,14.7,6.2,10,0
999,6/20/2019,,0,104.1,4.3,7.7,3.9,5.5,0
999,6/21/2019,,0,104.1,6.2,8.3,3.9,6,0
999,6/22/2019,,0,104.1,9.1,12.1,5.1,8.6,0
999,6/23/2019,,0,104.2,7.8,9.8,7.7,8.7,0
999,6/24/2019,,0,104.3,5.5,8.6,5.4,7.2,0
999,6/25/2019,,0,104.3,6.8,11.5,4.9,7.5,0
999,6/26/2019,,0,104.3,8.4,16.9,5.8,10.3,0
999,6/27/2019,,0,104.3,8.6,19.1,7.2,11,0
999,6/28/2019,,0,105.4,6.6,10.5,6.4,8.1,0
999,6/29/2019,,0,105.6,7.9,11.3,6.2,8.1,0
999,6/30/2019,,0,105.6,10.8,16.1,7.5,11,0
999,7/1/2019,,0,105.6,11.7,20.7,9,14.2,0
999,7/2/2019,,0,105.6,9.7,20.1,9.6,14.5,0
999,7/3/2019,,0,105.8,8.5,10.6,7.8,9.1,0
999,7/4/2019,,0,105.8,10.2,12,8,10.1,0
999,7/5/2019,,0,105.8,10.8,12.3,9.7,10.9,0
999,7/6/2019,,0,105.8,9.6,13.9,9.6,11.1,0
999,7/7/2019,,0,106,8.9,12,8.8,10.1,0
999,7/8/2019,,0,106,8.4,11.6,7.8,9.3,0
999,7/9/2019,,0,106,10.7,17.5,8.2,11.8,0
999,7/10/2019,,0,106,11.7,20.6,10.1,14.2,0
999,7/11/2019,,0,107.2,11.9,13.5,11.2,12,0
999,7/12/2019,,0,108.5,10.2,15.6,10,12.1,0
999,7/13/2019,,0,108.5,11.4,18.5,9.5,13.4,0
999,7/14/2019,,0,108.5,10.6,16.4,10.6,12.9,0
999,7/15/2019,,0,108.5,11.3,15.6,9.4,11.8,0
999,7/16/2019,,0,108.5,11.2,15.4,11.1,12.5,0
999,7/17/2019,,0,108.5,11.8,15.7,9.7,12.5,0
999,7/18/2019,,0,110.4,8.7,12,8.6,10.6,0
999,7/19/2019,,0,110.8,7,10.3,6.8,8,0
999,7/20/2019,,0,110.8,8.2,11.8,7.2,9.2,0
999,7/21/2019,,0,110.8,14.4,20.5,6.5,14.1,0
999,7/22/2019,,0,110.8,16.8,24.1,14.1,19.1,0
999,7/23/2019,,0,110.8,12.7,21.6,12.6,16.9,0
999,7/24/2019,,0,111,8.1,18.8,8.1,13.7,0
999,7/25/2019,,0,111.7,9.8,13.2,6.9,9.1,0
999,7/26/2019,,0,111.7,14.9,21.4,9.1,15.1,0
999,7/27/2019,,0,111.7,13.2,23.2,13.2,17.9,0
999,7/28/2019,,0,111.8,9.4,14.5,9.4,11.7,0
999,7/29/2019,,0,111.8,12.4,20.7,8.4,14,0
999,7/30/2019,,0,111.8,11.5,20.6,11,15.1,0
999,7/31/2019,,0,111.8,11.9,18.6,9.3,13,0
999,8/1/2019,,0,111.8,12.9,19.8,11.2,14.8,0
999,8/2/2019,,0,111.8,15.2,22.9,12.2,16.6,0
999,8/3/2019,,0,111.8,10.9,16.3,10.3,13.2,0
999,8/4/2019,,0,111.8,14.4,20.6,10,15,0
999,8/5/2019,,0,111.8,18.2,25.4,13.6,19.7,0
999,8/6/2019,,0,111.8,17.3,25.5,16.4,20.3,0
999,8/7/2019,,0,111.9,17.5,25.6,15.6,19.8,0
999,8/8/2019,,0,112.1,14.5,24.2,14.3,18.7,0
999,8/9/2019,,0,112.2,12,19.1,12,14.1,0
999,8/10/2019,,0,112.3,12.2,15.5,10.9,12.7,0
999,8/11/2019,,0,112.6,11.3,16.6,11.1,12.7,0
999,8/12/2019,,0,113.4,10.6,11.4,9.4,10.5,0
999,8/13/2019,,0,113.4,11.5,16.9,10.1,12.6,0
999,8/14/2019,,0,113.4,14,20.3,10.9,15.2,0
999,8/15/2019,,0,113.4,12.8,21.5,12.6,16.2,0
999,8/16/2019,,0,113.4,11.6,20.3,11.4,14.8,0
999,8/17/2019,,0,113.5,10.8,13.6,10.3,11.5,0
999,8/18/2019,,0,113.5,11.2,12.6,10.6,11.5,0
999,8/19/2019,,0,113.5,11.3,18.7,10.6,13.2,0
999,8/20/2019,,0,113.5,12.5,18.1,9.8,13,0
999,8/21/2019,,0,113.5,15.1,23.4,11.6,17,0
999,8/22/2019,,0,114.3,11.2,15.1,10.7,12.5,0
999,8/23/2019,,0,114.5,10.2,15.5,8.9,11.5,0
999,8/24/2019,,0,114.5,10.7,14.3,9.6,11,0
999,8/25/2019,,0,114.5,9.4,11.8,8.5,10.2,0
999,8/26/2019,,0,114.5,9.3,12.4,8.4,9.9,0
999,8/27/2019,,0,114.5,13.8,19,7.9,13.3,0
999,8/28/2019,,0,114.5,18.8,24.9,12.9,19.1,0
999,8/29/2019,,0,114.5,18.4,25.3,17.1,20.7,0
999,8/30/2019,,0,114.5,13.8,23,13.8,18.1,0
999,8/31/2019,,0,114.7,12.5,18.1,12,13.8,0
999,9/1/2019,,0,114.7,13.6,19,12.1,14.4,0
999,9/2/2019,,0,114.7,11.9,18.2,11.7,14,0
999,9/3/2019,,0,114.7,13.8,19.8,10.4,14.7,0
999,9/4/2019,,0,114.7,11.3,20.4,11.1,14.8,0
999,9/5/2019,,0,114.7,12.8,19.1,10.2,14,0
999,9/6/2019,,0,114.7,18.5,25.7,12.7,19.3,0
999,9/7/2019,,0,114.8,13.9,22.5,13.9,17.7,0
999,9/8/2019,,0,115.5,10.9,23,10.9,15.5,0
999,9/9/2019,,0,116.1,10,11.2,9.4,10.4,0
999,9/10/2019,,0,116.8,9.2,13.4,9.1,10.1,0
999,9/11/2019,,0,116.8,10.3,14,8.6,10.4,0
999,9/12/2019,,0,117.1,9.5,12.6,9.4,10.8,0
999,9/13/2019,,0,117.9,10.1,16.5,9.4,11.4,0
999,9/14/2019,,0,118.8,10,11.2,9,10,0
999,9/15/2019,,0,119.6,9.2,10.9,8.8,9.7,0
999,9/16/2019,,0,122.1,7.5,9.6,7.5,8.4,0
999,9/17/2019,,0,122.3,7.3,10.5,6.6,8.1,0
999,9/18/2019,,0,123.3,6.9,8.1,6.5,7,0
999,9/19/2019,,0,123.4,7.7,11.6,6.6,8.4,0
999,9/20/2019,,0,123.4,8.3,11.9,6.9,8.9,0
999,9/21/2019,,0,123.5,8.9,11.8,7.8,9.3,0
999,9/22/2019,,0,123.5,9.6,11.7,7.9,9.8,0
999,9/23/2019,,0,124.3,9,10.7,8.7,9.8,0
999,9/24/2019,,0,125.1,7.6,9.1,6.2,7.5,0
999,9/25/2019,,0,125.2,7.9,9.1,7.1,8.1,0
999,9/26/2019,,0,125.7,7,11,6.5,7.9,0
999,9/27/2019,,0,127.5,4.3,9.8,3.4,7.2,0
999,9/28/2019,,0,128,1.4,5,1.2,3.1,0
999,9/29/2019,,0,128.1,3.6,8.5,1.3,4,0
999,9/30/2019,,0,128.1,3.3,6.3,1.8,3.9,0
999,10/1/2019,,0,0,3.5,8.7,1.9,4.4,0
999,10/2/2019,,0,0,4.6,9.2,1.5,5.2,0
999,10/3/2019,,0,0,4.9,12.5,4.4,6.9,0
999,10/4/2019,,0,0.4,4,6.3,4,4.6,0
999,10/5/2019,,0,1.4,4.5,4.6,2.3,4,0
999,10/6/2019,,0,1.6,4.1,7,4,5,0
999,10/7/2019,,0,1.6,8.1,11,2.9,6.9,0
999,10/8/2019,,0,3.9,3.7,8.3,3.3,6.3,0
999,10/9/2019,,0,4.1,-1.1,4,-1.2,1.2,0
999,10/10/2019,,0,4.1,-0.4,5,-3,0.3,0
999,10/11/2019,,0,4.1,5,8.5,-0.6,3.6,0
999,10/12/2019,,0,4.1,7.2,13.3,4.9,8.1,0
999,10/13/2019,,0,4.1,6.6,11.8,5.4,8.3,0
999,10/14/2019,,0,4.2,3.8,7.8,3.4,5.6,0
999,10/15/2019,,0,4.2,7.3,10.2,2.3,5.8,0
999,10/16/2019,,0,4.2,5.2,10.9,5.1,7.5,0
999,10/17/2019,,0,5.5,5,7.9,4.5,6.3,0
999,10/18/2019,,0.1,7.3,2.1,5.1,1.1,3.7,0
999,10/19/2019,,0.1,8.5,1.8,3.4,1.2,2.2,0
999,10/20/2019,,0.1,9.4,1.8,4,1.2,2.4,0
999,10/21/2019,,0.4,10.3,3.1,3.1,1.3,1.9,1
999,10/22/2019,,0.1,13.2,7.1,7.3,1.8,4.2,0
999,10/23/2019,,0,13.2,3.2,7.7,3.2,5.7,0
999,10/24/2019,,0,13.2,5.7,9.2,1.6,4.8,0
999,10/25/2019,,0.1,13.2,8.5,8.5,5.4,7,0
999,10/26/2019,,0,13.6,1,8.7,1,5.3,0
999,10/27/2019,,0,13.7,-0.2,4.2,-0.2,2,0
999,10/28/2019,,0,13.8,-2.9,7.5,-4.6,-0.6,0
999,10/29/2019,,0,13.8,-4.2,6.5,-4.7,-1.1,0
999,10/30/2019,,0,13.8,0.1,4.5,-6.3,-1.5,0
999,10/31/2019,,0,13.8,4.1,8.8,-0.4,3.4,0
999,11/1/2019,,0,13.8,2.9,6.3,1.6,3.6,0
999,11/2/2019,,0,13.8,6.6,10.9,2.5,6.3,0
999,11/3/2019,,0,13.8,5.2,11.9,5.1,7.2,0
999,11/4/2019,,0,13.8,5.3,10.5,4.9,6.3,0
999,11/5/2019,,0,13.8,5,11.1,4.3,6.1,0
999,11/6/2019,,0,13.8,7.2,11.8,4.9,6.7,0
999,11/7/2019,,0,13.8,7,13.1,6.1,8.2,0
999,11/8/2019,,0,13.8,10.8,13.8,6.1,9.5,0
999,11/9/2019,,0,13.8,7.4,16.6,6.6,10.7,0
999,11/10/2019,,0,13.8,2.5,7.4,2.4,3.1,0
999,11/11/2019,,0,13.8,2.2,4.3,0.8,2.4,0
999,11/12/2019,,0,13.8,8.7,9,0.8,3.7,0
999,11/13/2019,,0,14.2,1.7,8.7,1.1,2.8,0
999,11/14/2019,,0,14.2,1.3,3.5,0.1,1.5,0
999,11/15/2019,,0,14.2,2.2,11.5,1.2,5.6,0
999,11/16/2019,,0,14.9,-1.1,2.2,-1.1,-0.2,0
999,11/17/2019,,0,16,0,0.1,-2,-1.2,0
999,11/18/2019,,0,19.1,-0.5,3.1,-1.2,0.6,0
999,11/19/2019,,0,19.8,-1.5,2.4,-1.9,-1.1,0
999,11/20/2019,,0,20.4,-3,0.3,-3.1,-1.7,0
999,11/21/2019,,0,20.4,-0.8,1.7,-5,-2.1,0
999,11/22/2019,,0,20.4,-2.3,5.3,-2.4,-0.5,0
999,11/23/2019,,0,20.4,-2.7,1.4,-3.8,-2.3,0
999,11/24/2019,,0,21.4,-2.4,-1.5,-4.4,-3.6,0
999,11/25/2019,,0,21.8,-5.3,-1.1,-5.3,-4.2,0
999,11/26/2019,,0.5,22.4,-7.8,-3.1,-8.1,-6.2,2
999,11/27/2019,,0.5,22.5,-9.3,-5.1,-9.9,-8.1,2
999,11/28/2019,,0.5,22.5,-10.3,-6.7,-10.4,-9.1,2
999,11/29/2019,,0.8,22.6,-9.1,-5,-10.8,-9,2
999,11/30/2019,,1.3,22.6,-8.9,-4.4,-10.5,-8.5,0
999,12/1/2019,,1.6,22.6,-7.4,-2.6,-9.3,-7.1,0
999,12/2/2019,,1.6,22.9,-5.4,-2.6,-7.7,-6.1,4
999,12/3/2019,,1.6,23.7,-3.4,-2.8,-5.6,-4.6,3
999,12/4/2019,,1.1,24.9,-2.8,-0.6,-3.5,-2.9,1
999,12/5/2019,,0.7,25.7,-3.7,-0.9,-3.9,-3.2,0
999,12/6/2019,,0.6,25.8,-2.2,0.2,-4.4,-3.1,0
999,12/7/2019,,0.3,25.9,-2.5,1.6,-3.1,-1.6,0
999,12/8/2019,,0,26.5,-4.5,0,-5.3,-3.9,0
999,12/9/2019,,0,26.5,-6,-1.4,-6,-4.9,0
999,12/10/2019,,0.2,26.5,-2.6,-2.3,-6.5,-4.6,0
999,12/11/2019,,0.1,26.6,-5.1,0.3,-5.5,-3.7,0
999,12/12/2019,,0.5,27.1,-5.9,-2.3,-6,-5.5,1
999,12/13/2019,,1.6,28.8,-6.5,-3.6,-6.9,-6.1,8
999,12/14/2019,,2.4,29.8,-7,-5.7,-7.1,-6.4,11
999,12/15/2019,,2.7,30.1,-8,-4.1,-8,-7.1,15
999,12/16/2019,,2.9,30.3,-9.5,-7.5,-9.5,-8.4,14
999,12/17/2019,,3.5,30.7,-5.3,-4.1,-9.6,-7.4,18
999,12/18/2019,,3.5,31.1,-4.1,-4.1,-5.9,-5.1,15
999,12/19/2019,,3.9,31.4,-6.5,-0.6,-6.9,-4.6,18
999,12/20/2019,,5.9,33.4,-5.2,-5,-6.9,-6.2,29
999,12/21/2019,,8.1,37.5,-5.5,-3.4,-6,-5.6,34
999,12/22/2019,,8.4,38.8,-6.9,-4.5,-7,-6.1,35
999,12/23/2019,,8.4,39,-6.7,-3.3,-7.1,-6.5,32
999,12/24/2019,,8.4,39,-8.1,-6.3,-8.2,-7.2,33
999,12/25/2019,,8.4,39,-8,-6.1,-9.7,-8.1,30
999,12/26/2019,,8.4,39,-8,-2.1,-8.9,-7.7,28
999,12/27/2019,,8.7,39.2,-8.2,-3.2,-8.7,-7.8,31
999,12/28/2019,,9.1,39.4,-7.9,-6.1,-8.2,-7.7,33
999,12/29/2019,,9.3,39.5,-4.7,-4.7,-8,-6.1,33
999,12/30/2019,,9.3,39.5,-4.2,3.2,-4.9,-3.4,31
999,12/31/2019,,9.4,40,-6.1,-4,-6.1,-5.1,30
