Washington (PST) SNOTEL Site Marten Ridge - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Fri Jul 28 11:01:28 GMT-08:00 2023. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.,,,,,,,,,
,,,,,,,,,
Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) 
999,1/23/2018,,35.2,77.6,-1.1,0.6,-1.3,-0.4,102
999,1/24/2018,,37.4,79.2,1.1,1.2,-1.5,0.1,112
999,1/25/2018,,38.8,79.9,-0.4,2,-0.4,1.1,107
999,1/26/2018,,39.6,80.7,-1.4,-0.4,-2.7,-1.3,114
999,1/27/2018,,41,81.6,-1.4,-0.8,-2,-1.5,120
999,1/28/2018,,42.5,82.8,0.3,1.3,-1.4,0.2,120
999,1/29/2018,,43.6,84.3,3.6,4.3,0,2.1,113
999,1/30/2018,,42.2,87.6,0,4.7,0,2.2,105
999,1/31/2018,,43,88.4,-1.7,0.8,-1.8,-0.7,111
999,2/1/2018,,44.6,89,-0.8,0.2,-2.2,-1.1,115
999,2/2/2018,,46.2,90.1,1.1,2,-0.8,0.5,120
999,2/3/2018,,47.4,92,2.3,3.7,0.7,2.3,114
999,2/4/2018,,44.5,93.8,2.4,3.8,2.1,2.9,105
999,2/5/2018,,44.5,96.5,2.3,3.7,1.1,2.8,104
999,2/6/2018,,44.5,97.1,1.1,2.3,0.5,1.5,104
999,2/7/2018,,45.5,97.8,1.1,1.7,0.6,1.2,106
999,2/8/2018,,46.6,98.6,4.1,4.2,1.1,2.6,104
999,2/9/2018,,46,99,0.5,5.8,0.5,3.1,100
999,2/10/2018,,46,99.5,-4,0.8,-4.1,-0.4,103
999,2/11/2018,,46.3,99.7,-3.6,1.7,-5.9,-2.9,103
999,2/12/2018,,46.9,99.8,-5.5,3.3,-6.4,-2.7,103
999,2/13/2018,,47.2,100,-2.3,2.6,-7.3,-3.3,103
999,2/14/2018,,48,100,-2.1,4.4,-3.2,-0.3,102
999,2/15/2018,,49.1,100.5,-2.5,2.2,-2.5,-1.3,109
999,2/16/2018,,49.5,100.6,-1.9,0.5,-4.1,-2.1,110
999,2/17/2018,,51.2,102.3,-0.8,0.9,-2.3,-0.9,122
999,2/18/2018,,53.5,104.6,-3.1,0.5,-3.1,-0.8,134
999,2/19/2018,,53.8,104.9,-11.4,-1.5,-11.4,-6.8,131
999,2/20/2018,,54,104.9,-10.1,-2.2,-13.4,-9.2,128
999,2/21/2018,,54.1,105,-9.6,-1,-10.5,-7.5,125
999,2/22/2018,,54.3,105.3,-9.1,-5.7,-11.1,-8.6,125
999,2/23/2018,,54.4,105.3,-8,-2.3,-10.1,-7,124
999,2/24/2018,,55.4,105.3,-4.8,-4.8,-10,-7.2,137
999,2/25/2018,,56.5,106.4,-2.8,-0.1,-4.9,-3.1,142
999,2/26/2018,,57.7,107.6,-4,0.4,-4.3,-2.3,144
999,2/27/2018,,58.2,107.6,-3.2,0.2,-5.3,-3,142
999,2/28/2018,,59.5,108.9,-1.9,0.7,-3.5,-1.9,148
999,3/1/2018,,60.4,109.8,-0.4,1.3,-2.1,-0.9,153
999,3/2/2018,,61,110.4,-1.7,3.9,-1.9,-0.1,152
999,3/3/2018,,61.4,110.4,-2.7,0,-3.1,-1.9,151
999,3/4/2018,,61.7,110.5,-0.9,5.8,-3.2,-0.2,148
999,3/5/2018,,62,110.5,-1.9,3.1,-1.9,-0.6,146
999,3/6/2018,,62.5,110.5,-2.3,0.3,-2.3,-1.5,146
999,3/7/2018,,62.6,110.9,-2.1,3.6,-3.5,-1.1,144
999,3/8/2018,,62.9,110.9,3.3,8.6,-2.1,3.1,141
999,3/9/2018,,65.1,112.8,0.8,3.4,0.8,1.7,144
999,3/10/2018,,65.2,112.8,-2.1,1.5,-2.3,-0.7,144
999,3/11/2018,,65.2,112.8,3.2,9.4,-3.4,1.5,141
999,3/12/2018,,65.1,112.8,6.9,12.9,2.1,6.8,139
999,3/13/2018,,65.2,112.8,8.4,13.7,6.6,9.2,137
999,3/14/2018,,65.9,112.9,1.9,13.4,1.5,7.1,135
999,3/15/2018,,66.3,113.3,-0.3,2.4,-0.4,1.3,135
999,3/16/2018,,66.2,113.3,1.8,8.3,-2.2,2.1,134
999,3/17/2018,,66.2,113.3,1.9,9.4,1,4.2,133
999,3/18/2018,,66.1,113.3,1.1,9.1,0,2.7,132
999,3/19/2018,,66.3,113.4,0.9,2.7,0.1,1.3,131
999,3/20/2018,,66.5,113.5,0.8,3.3,-0.3,1.5,130
999,3/21/2018,,66.6,113.5,2.1,4.3,-0.1,1.8,130
999,3/22/2018,,66.7,113.5,5.4,9.3,2.1,5.3,130
999,3/23/2018,,67.7,114.1,-2.4,5.5,-2.4,0.9,133
999,3/24/2018,,67.9,114.6,-2.3,3.8,-3.2,-1.3,133
999,3/25/2018,,68.1,114.7,-3.2,3,-3.3,-1.3,136
999,3/26/2018,,68.4,114.8,-1,3.7,-4.8,-1.3,137
999,3/27/2018,,70.1,116,0.3,1.2,-1.8,-0.1,148
999,3/28/2018,,71.9,118,0.8,2.5,0.3,1.1,152
999,3/29/2018,,72.9,118.5,0.4,2,0.2,0.8,149
999,3/30/2018,,73.2,119,1.2,3.2,-0.3,1.2,149
999,3/31/2018,,74,119.3,0.6,5,0.6,2.3,146
999,4/1/2018,,73.9,119.4,1.7,8.1,-0.4,3.2,144
999,4/2/2018,,73.9,119.6,-3.4,3.2,-3.6,-0.1,143
999,4/3/2018,,74,119.8,-1.6,2.1,-3.6,-1.6,145
999,4/4/2018,,74,119.9,-0.8,2.4,-2.2,-0.6,145
999,4/5/2018,,74.5,120.4,1.6,4.8,-1.3,1.3,144
999,4/6/2018,,76.4,121.5,3.8,5.7,1.4,3.4,142
999,4/7/2018,,75.6,122,7.4,10.8,3.6,6.3,139
999,4/8/2018,,76.2,123,1.5,8.7,1.3,3.9,137
999,4/9/2018,,75.4,124.3,2.2,4.6,0.6,2.6,138
999,4/10/2018,,73,124.4,8.3,10.4,1.7,5.9,136
999,4/11/2018,,72.5,124.8,2.2,9.5,1.9,5.3,135
999,4/12/2018,,72.5,125.3,-0.1,7.6,-0.3,2.5,135
999,4/13/2018,,72.6,125.6,0.2,3.4,-1,0.6,136
999,4/14/2018,,74.2,127.9,1.8,2.5,-0.3,1.2,140
999,4/15/2018,,74.8,129.1,0.7,4.9,0.7,2,143
999,4/16/2018,,73.5,129.8,2.4,9.1,0.2,3.5,141
999,4/17/2018,,74.8,131.1,0.1,2.7,0,1,149
999,4/18/2018,,75,132.1,0.6,4.9,-0.7,1.1,148
999,4/19/2018,,75.4,132.1,1.8,9.1,-0.9,3.3,145
999,4/20/2018,,75.7,132.1,2.1,10.1,1.5,4.9,144
999,4/21/2018,,75.8,132.1,1.3,12.1,1.3,4.9,141
999,4/22/2018,,76.5,132.8,-0.1,4.4,-0.2,1.5,143
999,4/23/2018,,76.9,132.8,3.7,11,-1,4,142
999,4/24/2018,,77.1,132.8,9,16.4,3.3,9.6,139
999,4/25/2018,,76.9,132.8,10.1,19.7,7.6,12.8,136
999,4/26/2018,,76.7,132.8,13.3,20.2,8.7,14,134
999,4/27/2018,,76.9,132.8,13.7,23.1,11.5,16.5,131
999,4/28/2018,,75.8,132.8,4.9,19.4,4.9,11.9,128
999,4/29/2018,,73.6,133.7,2.8,5.2,2.4,3.8,127
999,4/30/2018,,71.2,134.2,3.6,5.8,1.8,3.5,127
999,5/1/2018,,69.9,134.4,3.9,6.2,2.9,4.3,125
999,5/2/2018,,68.9,134.6,4.9,10.8,3.2,5.6,124
999,5/3/2018,,68.2,134.6,7.2,15,4.1,8.1,122
999,5/4/2018,,68.1,134.6,8.6,18,6.4,11.1,120
999,5/5/2018,,67.1,134.6,6.2,12.4,5.1,7.9,118
999,5/6/2018,,66.2,134.6,11,18.5,5,11.7,115
999,5/7/2018,,64.8,134.6,9.6,20.3,9.6,13.9,112
999,5/8/2018,,62.1,134.6,10,17.2,7.1,11.6,109
999,5/9/2018,,60.5,134.8,10,21.8,8.9,13.9,105
999,5/10/2018,,58.9,135.5,4.9,10.3,4.5,7.4,104
999,5/11/2018,,56.8,135.6,4.6,7.3,2.8,5,102
999,5/12/2018,,55.9,135.6,7.7,10.1,3.6,6.6,101
999,5/13/2018,,55.6,135.6,12.3,19.6,6.8,13.5,99
999,5/14/2018,,54.4,135.6,16,23.8,12.1,18.1,96
999,5/15/2018,,51.6,135.6,15.6,24.6,14.4,18.6,92
999,5/16/2018,,48.9,135.6,11.1,22.3,10.9,16.7,89
999,5/17/2018,,46.6,135.6,8.8,16.2,8.6,10.9,86
999,5/18/2018,,45.1,135.6,8.1,10.7,7.6,8.6,84
999,5/19/2018,,44.3,135.6,9,14.4,7.6,9.5,82
999,5/20/2018,,43.4,135.6,8.3,16,8.3,10.4,79
999,5/21/2018,,42.5,135.7,7.1,12.2,6.9,8.9,77
999,5/22/2018,,41.4,135.7,8.5,15.4,6.1,10,73
999,5/23/2018,,40.2,135.7,13.9,22.9,7.8,15.6,69
999,5/24/2018,,37.9,135.7,10.8,21.9,10.3,16.2,64
999,5/25/2018,,35.6,135.7,8.9,17.1,8.8,11.7,62
999,5/26/2018,,34,135.8,4.4,14,4.4,8.8,60
999,5/27/2018,,33.3,135.8,6.3,10.3,3.7,7,59
999,5/28/2018,,32.7,135.8,8.2,17.5,5.6,11,56
999,5/29/2018,,32.1,135.8,5.6,12.7,5.6,8.3,55
999,5/30/2018,,31.6,135.9,2.4,10.7,2.3,5.9,53
999,5/31/2018,,31.2,135.9,5.2,13.3,2.2,6.7,52
999,6/1/2018,,31.2,136.2,3.3,7.2,3.3,5.3,51
999,6/2/2018,,30.6,136.2,6.6,10.5,2.9,5.8,50
999,6/3/2018,,29.3,136.2,10.6,17.4,6.2,11.4,47
999,6/4/2018,,28.8,137.2,3.4,11,3.4,8.1,45
999,6/5/2018,,27.7,137.2,4.8,7.9,2.8,4.9,45
999,6/6/2018,,27.1,137.2,7.9,10.3,4.3,7.7,44
999,6/7/2018,,25.6,137.2,10.1,18.1,7.2,12,40
999,6/8/2018,,24,137.2,7.7,14.5,7.4,10.3,37
999,6/9/2018,,23.5,138.2,6.4,8.2,6.2,7.2,36
999,6/10/2018,,22.4,139,3.8,7.3,3.8,5.3,35
999,6/11/2018,,21.7,139.6,2.6,6.1,2.3,3.4,33
999,6/12/2018,,20.7,139.6,4.9,9.8,2.2,5.3,32
999,6/13/2018,,19.9,139.6,7.2,14.8,4.6,9.8,31
999,6/14/2018,,19.5,140.8,5.5,8.4,5.1,6.4,30
999,6/15/2018,,18.2,140.8,6.2,8.6,4.2,6.2,28
999,6/16/2018,,17.1,140.8,7.7,11.9,5,8.7,26
999,6/17/2018,,14.8,140.8,12.7,20.4,7.3,13.8,22
999,6/18/2018,,11.9,140.8,17.1,24.2,12.2,18.5,20
999,6/19/2018,,9.1,140.8,15.1,25.6,14.4,19.4,13
999,6/20/2018,,5.7,140.8,16.8,25.1,13.8,18.8,11
999,6/21/2018,,2.1,140.8,15.5,25.7,14.7,18.4,4
999,6/22/2018,,0.9,140.8,10.6,17.8,10.3,13.5,3
999,6/23/2018,,0.5,140.8,7.6,11.6,7.6,9.7,2
999,6/24/2018,,0.3,140.8,9.4,11.5,7.5,9.5,1
999,6/25/2018,,0,140.9,8.6,23.5,8.5,14.7,0
999,6/26/2018,,0,141.8,6.2,8.6,6.2,7.2,0
999,6/27/2018,,0,141.9,6.9,13,5.7,7.9,0
999,6/28/2018,,0,141.9,7.1,15.4,6.2,9.5,0
999,6/29/2018,,0,142.2,6.6,7.2,5.8,6.5,0
999,6/30/2018,,0,142.2,8.8,9.8,6.5,8.3,0
999,7/1/2018,,0,142.8,8.3,10.1,8.2,9,0
999,7/2/2018,,0,143.4,5.1,12.9,5.1,8.5,0
999,7/3/2018,,0,144,6.7,9.1,4.7,6.5,0
999,7/4/2018,,0,144,11.9,14.9,6.2,10.3,0
999,7/5/2018,,0,144,16.6,22.4,11.6,17,0
999,7/6/2018,,0,144,14.8,25.1,14.8,19.2,0
999,7/7/2018,,0,144,10.1,19.6,10.1,14.3,0
999,7/8/2018,,0,144,9.1,13.7,8.9,10.4,0
999,7/9/2018,,0,144,12.7,21.4,8.4,14.5,0
999,7/10/2018,,0,144,9.3,18.9,9.3,13.9,0
999,7/11/2018,,0,144,8.9,10.8,7.8,9.1,0
999,7/12/2018,,0,144,14.6,21.4,8.2,14.6,0
999,7/13/2018,,0,144,15.8,24,12.8,18.1,0
999,7/14/2018,,0,144,13.8,22.5,13.5,17.6,0
999,7/15/2018,,0,144,17.4,25.4,12.8,19.1,0
999,7/16/2018,,0,144,17.9,26.6,16.4,21.2,0
999,7/17/2018,,0,144,18.1,27.3,16,21.3,0
999,7/18/2018,,0,144,15.1,24.7,15,19.3,0
999,7/19/2018,,0,144,11.1,18.7,11.1,14.5,0
999,7/20/2018,,0,144,8.8,13.6,8.8,10.9,0
999,7/21/2018,,0,144,7.7,16.2,7.3,10,0
999,7/22/2018,,0,144,11.5,18.7,7.1,12,0
999,7/23/2018,,0,144,16.7,23.9,11.1,18.1,0
999,7/24/2018,,0,144,16.5,25.4,15.6,19.6,0
999,7/25/2018,,0,144,16.7,24.4,15.3,19.3,0
999,7/26/2018,,0,144,17.5,25,15.4,19.7,0
999,7/27/2018,,0,144,17.5,25.5,16,20,0
999,7/28/2018,,0,144,16.9,25.8,16.2,19.8,0
999,7/29/2018,,0,144,19,25.4,16,20.2,0
999,7/30/2018,,0,144,22.8,29.9,17,23.6,0
999,7/31/2018,,0,144,18.6,31.5,18.6,25.1,0
999,8/1/2018,,0,144,15.2,24.1,15.2,19.3,0
999,8/2/2018,,0,144.1,12.6,21.7,12.4,16.3,0
999,8/3/2018,,0,144.1,9.8,15.9,9.7,11.8,0
999,8/4/2018,,0,144.1,10.4,11.5,9.5,10.3,0
999,8/5/2018,,0,144.1,13.1,19.9,8.9,13.9,0
999,8/6/2018,,0,144.1,17.5,23.9,12.1,17.9,0
999,8/7/2018,,0,144.1,16.8,24.6,15.5,19.5,0
999,8/8/2018,,0,144.1,20.4,26.6,15.6,20.8,0
999,8/9/2018,,0,144.1,20.7,30.2,18.8,24,0
999,8/10/2018,,0,144.1,20.4,28.4,18.4,22.9,0
999,8/11/2018,,0,144.1,15.9,24.8,15.2,20.6,0
999,8/12/2018,,0,144.6,10,15.9,10,11.7,0
999,8/13/2018,,0,144.6,11.6,16.5,9.7,11.9,0
999,8/14/2018,,0,144.6,17.2,22,10.9,17,0
999,8/15/2018,,0,144.6,18.5,26,16.4,20.4,0
999,8/16/2018,,0,144.6,16.7,24.5,16.1,19.7,0
999,8/17/2018,,0,144.6,12.2,22.2,12.2,17.1,0
999,8/18/2018,,0,144.6,11.7,19,10.6,14,0
999,8/19/2018,,0,144.6,14.8,19,10.8,14.7,0
999,8/20/2018,,0,144.6,19.6,21.3,14.3,17.3,0
999,8/21/2018,,0,144.6,19.7,25.1,17.3,20.8,0
999,8/22/2018,,0,144.6,19.5,25.6,16.6,20.5,0
999,8/23/2018,,0,144.6,14.9,24.2,14.8,19.4,0
999,8/24/2018,,0,144.7,9.5,15.6,9.1,12.5,0
999,8/25/2018,,0,144.8,9.3,13,7.9,9.6,0
999,8/26/2018,,0,145,8.2,9.4,8,8.6,0
999,8/27/2018,,0,145.5,6.8,8.8,6.8,8.1,0
999,8/28/2018,,0,145.5,11.3,17.2,6.3,12.2,0
999,8/29/2018,,0,145.5,13.3,20.1,10.3,14.6,0
999,8/30/2018,,0,145.6,9.3,15.6,9.3,12.3,0
999,8/31/2018,,0,145.6,9.5,12.9,8.8,10.1,0
999,9/1/2018,,0,145.6,7.9,13,-99.9,10.2,0
999,9/2/2018,,0,145.6,8.4,15.6,7.2,9.8,0
999,9/3/2018,,0,145.6,9.8,17.4,7,11.2,0
999,9/4/2018,,0,145.6,8.9,16.7,8.5,11.1,0
999,9/5/2018,,0,145.6,13.4,19.5,8.4,14.1,0
999,9/6/2018,,0,145.6,15.8,23,12.8,17.5,0
999,9/7/2018,,0,145.6,14.7,23.5,14.3,17.8,0
999,9/8/2018,,0,145.9,8.9,18.9,8.7,13.4,0
999,9/9/2018,,0,146.5,8.7,10.7,8.7,9.4,0
999,9/10/2018,,0,147.6,9.4,13,8,9.6,0
999,9/11/2018,,0,148.6,7.1,10.6,6.8,8.4,0
999,9/12/2018,,0,148.7,6.5,11.5,6,7.7,0
999,9/13/2018,,0,148.7,7.3,9.8,6.3,7.7,0
999,9/14/2018,,0,149.3,6.4,8.5,6.1,7,0
999,9/15/2018,,0,150.1,6.3,8.6,6,6.9,0
999,9/16/2018,,0,150.8,6.4,7.7,6,6.6,0
999,9/17/2018,,0,151.5,5.6,10.2,5.6,6.4,0
999,9/18/2018,,0,151.5,6.2,11.4,5.2,7.4,0
999,9/19/2018,,0,151.5,7.2,13.4,4.9,8.1,0
999,9/20/2018,,0,151.5,6.3,12.8,6.3,8.1,0
999,9/21/2018,,0,152.5,6.9,8,5.6,6.6,0
999,9/22/2018,,0,153.8,9.7,11,6.9,9,0
999,9/23/2018,,0,155.9,5.6,10,5.5,8.3,0
999,9/24/2018,,0,156.1,5.2,6.3,4.9,5.6,0
999,9/25/2018,,0,156.1,7.6,12.5,4,7.6,0
999,9/26/2018,,0,156.1,10.2,16,6.7,10.9,0
999,9/27/2018,,0,156.1,11.9,17.7,9.3,12.7,0
999,9/28/2018,,0,156.1,13.3,19.9,11.4,14.7,0
999,9/29/2018,,0,156.1,13.1,19.2,11.9,14.4,0
999,9/30/2018,,0,156.3,7.4,13.4,7.2,10.7,0
999,10/1/2018,,0,0,8,8.1,6.9,7.4,0
999,10/2/2018,,0,1.9,8.6,9.5,7.4,8.6,0
999,10/3/2018,,0,3.4,1.3,8.6,1.3,5.2,0
999,10/4/2018,,0,3.4,4.9,6.3,0.1,3.4,0
999,10/5/2018,,0,3.4,3.8,10.2,3.1,5.6,0
999,10/6/2018,,0,3.5,4.5,7.9,3.4,5,0
999,10/7/2018,,0,3.5,4.5,11.5,3.7,6.3,0
999,10/8/2018,,0,3.5,5.7,7,4.4,5.5,0
999,10/9/2018,,0,3.8,6.5,8.6,5.7,6.7,0
999,10/10/2018,,0,3.9,5.8,11.6,4.9,7.4,0
999,10/11/2018,,0,3.9,5.5,9.4,5,6.8,0
999,10/12/2018,,0,3.9,6.8,11.6,4.3,7,0
999,10/13/2018,,0,3.9,6.7,11.8,4.9,7.2,0
999,10/14/2018,,0,3.9,6.6,12,5.3,7.7,0
999,10/15/2018,,0,3.9,9.6,12.7,4.6,8.2,0
999,10/16/2018,,0,3.9,13.5,19,9,13.3,0
999,10/17/2018,,0,3.9,14.1,22,13,16.1,0
999,10/18/2018,,0,3.9,13.1,19.9,12.3,14.7,0
999,10/19/2018,,0,3.9,12.1,17.3,11.1,12.8,0
999,10/20/2018,,0,3.9,12.6,20.1,11.3,13.9,0
999,10/21/2018,,0,3.9,12.7,17.7,9.5,12.9,0
999,10/22/2018,,0,3.9,12.2,18.1,11.6,13.5,0
999,10/23/2018,,0,3.9,13.9,18.5,11.6,14,0
999,10/24/2018,,0,4.2,6.7,15.6,6.5,11.4,0
999,10/25/2018,,0,4.6,5.1,8,5.1,6.3,0
999,10/26/2018,,0,5.4,8,8.2,4.8,7,0
999,10/27/2018,,0,7.2,3.2,9.2,3.2,7.5,0
999,10/28/2018,,0,8.5,5.5,10.9,2.2,5.5,0
999,10/29/2018,,0,10.3,3.4,6,3.3,4.5,0
999,10/30/2018,,0,10.9,3.4,6,2.4,3.7,0
999,10/31/2018,,0,11.4,2.6,4.7,2.5,3.7,0
999,11/1/2018,,0,12.5,6.8,7.3,1.4,5,0
999,11/2/2018,,0,15.4,8,8.5,6.7,7.8,0
999,11/3/2018,,0,17.2,5,8,5,6.6,0
999,11/4/2018,,0,19.2,5,5.4,4.1,5,0
999,11/5/2018,,0,21.2,4.2,5.9,3.9,4.9,0
999,11/6/2018,,0,22,3.3,4.3,1.9,3.4,0
999,11/7/2018,,0,22.8,1.2,3.4,0.7,2.4,0
999,11/8/2018,,0,22.8,-0.4,4.8,-0.5,1.1,0
999,11/9/2018,,0,22.8,3.8,7.6,-1,2.6,0
999,11/10/2018,,0.3,23.3,0.3,4.9,-0.5,1.5,1
999,11/11/2018,,0.4,23.3,0.6,7.3,-0.6,1.2,2
999,11/12/2018,,0.4,23.3,4.4,8.9,-0.1,3.8,1
999,11/13/2018,,0.5,23.3,9.7,12.3,4.2,7.6,2
999,11/14/2018,,0.4,23.4,2.7,12.4,1.6,8.1,1
999,11/15/2018,,0.2,24.2,3.9,5.3,1.6,3.6,1
999,11/16/2018,,0,25.1,4.5,4.5,3.4,4.1,0
999,11/17/2018,,0,25.1,1.6,6.6,1.5,3.8,0
999,11/18/2018,,0,25.1,3.9,7.9,1,3.4,0
999,11/19/2018,,0,25.1,7.8,10.8,2.8,6.1,0
999,11/20/2018,,0,25.1,9.3,13.8,7.3,9.1,0
999,11/21/2018,,0,25.1,8.9,14.7,8.1,9.8,0
999,11/22/2018,,0,25.7,4.4,8.9,3.9,5.1,0
999,11/23/2018,,0.6,27.3,1.1,4.4,0.8,2.3,2
999,11/24/2018,,1.4,28.3,-0.6,1.5,-0.6,0.8,8
999,11/25/2018,,1.4,28.3,0.3,2.2,-0.9,0.3,6
999,11/26/2018,,1.5,28.4,2.7,5.3,-0.1,2.1,9
999,11/27/2018,,0.7,33.6,7.2,7.6,2.3,6.5,2
999,11/28/2018,,0.2,36.7,4.1,7.2,3.6,5.5,1
999,11/29/2018,,0,37.5,2,4.1,1.6,2.8,0
999,11/30/2018,,0,37.7,2.3,4.8,1.5,2.9,0
999,12/1/2018,,0,38,0.3,2.3,0.3,1,0
999,12/2/2018,,0,38.2,-1.3,1.2,-1.4,0.3,0
999,12/3/2018,,0,38.2,-1.7,1.4,-1.9,-0.8,0
999,12/4/2018,,0,38.2,-3.3,2.5,-3.5,-1.7,0
999,12/5/2018,,0,38.2,1.1,3.1,-5.1,-1.2,0
999,12/6/2018,,0,38.2,-1.6,5.5,-1.6,0.7,0
999,12/7/2018,,0,38.2,-2,2.1,-2.2,-0.8,0
999,12/8/2018,,0,38.2,3.6,6.5,-2.3,1.5,0
999,12/9/2018,,0,38.2,-99.9,3.9,1.4,2.8,0
999,12/10/2018,,1.5,39.7,0.9,5.5,0.7,2.2,3
999,12/11/2018,,2.3,40.5,0.5,1.2,0.1,0.8,14
999,12/12/2018,,4.8,43,0.6,1.2,0.3,1,26
999,12/13/2018,,6.1,43.8,0.6,0.6,-0.5,0.3,30
999,12/14/2018,,8.4,45.9,1.6,2.3,0.2,1.2,40
999,12/15/2018,,8.8,46.3,-0.7,6.9,-0.9,3.4,37
999,12/16/2018,,8.8,46.4,0.5,1.2,-1,-0.1,35
999,12/17/2018,,9.6,48.7,2.9,4.3,0.5,2.6,32
999,12/18/2018,,10,49.5,1.1,3,1.1,1.8,34
999,12/19/2018,,10.9,51.4,1.1,2.1,1,1.4,31
999,12/20/2018,,11.2,51.7,1.1,1.7,0.5,1.2,35
999,12/21/2018,,11.6,53.8,-1.4,5.4,-1.6,1.9,38
999,12/22/2018,,11.6,53.9,-3.3,-1.4,-4,-2.5,38
999,12/23/2018,,12.4,53.9,0.7,1.3,-3.9,-0.3,45
999,12/24/2018,,13.7,55.4,0.5,1.1,0.1,0.6,51
999,12/25/2018,,13.7,55.4,-1.1,2.4,-1.3,0.4,48
999,12/26/2018,,13.7,55.4,-2.1,0.1,-2.3,-1.3,48
999,12/27/2018,,14.1,55.7,-1.3,0,-2.7,-1.4,51
999,12/28/2018,,14.1,55.8,-2.9,0.5,-3.5,-1.9,50
999,12/29/2018,,16,56.7,0.7,0.7,-3.4,-0.8,58
999,12/30/2018,,16.9,59.2,0.5,3.2,0.5,1.7,55
999,12/31/2018,,17.2,59.5,-4.7,1.1,-4.7,-0.9,55
